Level,Salary
Lead,149774
Entry,46160
Entry,45638
Entry,32233
Lead,131027
Mid,77860
Lead,122513
Entry,37910
Junior,67480
Entry,31951
Lead,130165
Entry,39746
Mid,79186
Lead,147169
Senior,119592
Senior,115417
Junior,55972
Mid,70858
Junior,59980
Entry,42879
Mid,83305
Senior,92850
Entry,41953
Mid,80000
Entry,45493
Mid,79281
Entry,34532
Lead,135269
Mid,76085
Entry,34864
Lead,121221
Lead,146849
Lead,135385
Entry,33253
Junior,66343
Mid,89049
Entry,46269
Senior,117391
Junior,66879
Lead,125822
Mid,72072
Mid,78529
Junior,68939
Mid,75959
Senior,119877
Junior,55021
Lead,139291
Mid,83546
Mid,81759
Senior,111469
Mid,86779
Mid,79828
Lead,122510
Lead,138033
Mid,73435
Junior,65153
Mid,81122
Mid,72971
Junior,58314
Lead,129354
Lead,123345
Junior,56261
Junior,59096
Mid,82682
Senior,101723
Mid,79126
Senior,98266
Entry,41434
Mid,74655
Lead,123771
Senior,112507
Junior,67558
Lead,145668
Senior,116587
Entry,42388
Lead,133969
Entry,38434
Entry,37262
Junior,51541
Mid,74491
Senior,93083
Lead,121857
Junior,67806
Lead,138256
Senior,111133
Senior,115757
Entry,39631
Mid,75463
Mid,81095
Lead,140343
Junior,57847
Mid,73285
Entry,48705
Senior,111323
Entry,31386
Senior,101239
Senior,96854
Lead,136033
Mid,77637
Junior,62962
Senior,104940
Junior,60618
Junior,57373
Junior,52327
Junior,68549
Lead,126452
Senior,97642
Senior,112788
Entry,35424
Junior,54381
Junior,57460
Junior,69462
Senior,112438
Senior,118158
Lead,135089
Senior,95609
Junior,67771
Entry,47414
Senior,91220
Mid,83163
Junior,62537
Senior,99810
Senior,114458
Mid,71724
Junior,54498
Junior,52568
Mid,86593
Entry,34911
Lead,136617
Entry,44195
Senior,105762
Mid,71214
Senior,105346
Mid,70212
Mid,82270
Entry,43039
Junior,55141
Mid,75988
Entry,43777
Mid,85051
Mid,84247
Senior,101484
Mid,73293
Junior,61630
Junior,63660
Entry,30737
Senior,102470
Lead,136117
Senior,108272
Senior,111630
Lead,132178
Mid,83863
Lead,133072
Entry,36519
Mid,71777
Lead,133621
Senior,108161
Entry,37490
Senior,98893
Junior,67709
Mid,78998
Mid,72722
Entry,47709
Lead,121242
Senior,91831
Junior,57246
Senior,108302
Entry,33232
Senior,115973
Lead,135368
Entry,40683
Entry,34060
Lead,120404
Junior,61017
Mid,81384
Lead,136448
Senior,103112
Junior,50968
Entry,38424
Mid,73083
Junior,63322
Senior,93622
Lead,146841
Entry,34151
Senior,113804
Senior,105351
Mid,89276
Senior,95534
Mid,72902
Senior,103391
Lead,129034
Entry,33641
Lead,120191
Mid,83414
Senior,113558
Mid,74662
Junior,60471
Entry,42641
Lead,132726
Senior,98536
Senior,102944
Junior,56284
Lead,128817
Senior,116555
Mid,88062
Entry,41539
Junior,63451
Lead,138120
Mid,87740
Lead,130860
Lead,126009
Mid,79604
Lead,120667
Mid,75976
Mid,78613
Mid,82349
Lead,129894
Lead,123190
Junior,58789
Entry,47459
Mid,83600
Entry,47193
Senior,114431
Mid,76895
Senior,95481
Lead,141360
Mid,89932
Junior,56163
Entry,47615
Mid,88807
Lead,122908
Entry,42190
Senior,109899
Senior,110982
Entry,40150
Junior,69119
Senior,103919
Entry,38593
Junior,61426
Junior,58183
Entry,47725
Lead,128401
Entry,49187
Mid,70393
Entry,39035
Lead,128795
Mid,80131
Lead,139222
Entry,33385
Mid,72268
Mid,72835
Mid,79549
Lead,126833
Junior,65690
Entry,42062
Mid,71963
Junior,60481
Junior,69445
Entry,40940
Mid,81258
Senior,116017
Entry,31067
Senior,118829
Entry,39018
Junior,64178
Senior,94607
Junior,60284
Senior,104554
Mid,88746
Entry,36371
Junior,58458
Mid,87070
Junior,66740
Entry,39063
Senior,105572
Mid,80833
Lead,126642
Mid,80542
Junior,52739
Mid,79510
Entry,40635
Lead,147785
Entry,42336
Senior,117412
Lead,129843
Entry,32686
Junior,64429
Entry,47350
Junior,53400
Senior,114610
Senior,108147
Senior,92488
Lead,121558
Mid,76121
Lead,132198
Entry,35409
Mid,81934
Lead,149823
Lead,144094
Junior,60766
Entry,40086
Senior,116442
Lead,145281
Lead,130255
Lead,143332
Entry,45764
Senior,112139
Mid,75062
Lead,126372
Junior,69965
Mid,82229
Lead,127705
Entry,30614
Mid,86709
Mid,85210
Junior,55906
Senior,91721
Entry,33896
Lead,146172
Senior,96941
Entry,43464
Entry,35246
Entry,48961
Junior,66475
Mid,83644
Lead,149011
Entry,47459
Mid,88897
Entry,36861
Mid,83750
Lead,122979
Lead,127065
Lead,143184
Lead,143704
Junior,55622
Lead,148419
Senior,115605
Senior,112164
Lead,133429
Lead,124086
Entry,30665
Senior,116784
Senior,105184
Lead,121069
Senior,94508
Senior,90519
Mid,81736
Mid,84688
Junior,51102
Senior,109657
Junior,55781
Entry,40380
Entry,38780
Mid,82664
Mid,74846
Mid,76605
Senior,119851
Senior,102764
Mid,70400
Entry,33412
Entry,31875
Mid,73768
Entry,42489
Junior,56597
Senior,94311
Senior,100794
Mid,87593
Entry,38940
Lead,128325
Entry,40629
Junior,55141
Entry,33671
Entry,37292
Junior,62231
Mid,84511
Lead,141445
Mid,79321
Entry,35435
Senior,116553
Senior,110389
Mid,73241
Junior,66934
Mid,75411
Senior,100014
Entry,41688
Junior,55783
Entry,35406
Lead,148648
Junior,52433
Mid,81586
Mid,83932
Senior,115179
Junior,63733
Entry,39777
Junior,62881
Senior,118264
Junior,59258
Junior,69270
Junior,65754
Entry,42577
Entry,32514
Junior,69668
Senior,114124
Lead,148759
Senior,107173
Senior,101345
Entry,31309
Entry,42055
Senior,101716
Mid,73003
Lead,137615
Lead,139095
Junior,66805
Entry,41760
Mid,70946
Mid,88218
Lead,127332
Entry,46057
Junior,60139
Lead,139370
Mid,73258
Junior,54811
Junior,65775
Junior,51439
Junior,61634
Entry,30055
Lead,143161
Junior,53201
Entry,30669
Senior,108522
Entry,45893
Junior,66493
Entry,35684
Mid,88299
Lead,144003
Entry,30104
Junior,67257
Mid,89622
Entry,38837
Mid,85407
Lead,120783
Entry,30370
Lead,120486
Mid,84500
Lead,129552
Junior,52261
Lead,128572
Entry,43085
Senior,96843
Junior,67770
Entry,40441
Senior,118708
Senior,114140
Entry,31996
Junior,66378
Junior,53247
Entry,31490
Entry,48971
Mid,89448
Lead,137216
Junior,62884
Entry,34795
Mid,86824
Lead,133928
Junior,61157
Entry,35190
Senior,115880
Mid,81880
Junior,53262
Entry,48491
Lead,146416
Entry,49131
Lead,135329
Entry,33133
Lead,137849
Senior,111923
Lead,134158
Junior,59763
Lead,149723
Senior,110925
Senior,117599
Mid,84439
Junior,51124
Lead,149521
Junior,67513
Junior,61139
Senior,112419
Junior,65702
Entry,36523
Entry,32401
Lead,129481
Senior,103376
Lead,133824
Lead,132879
Entry,30539
Lead,149290
Entry,32956
Mid,82059
Junior,55087
Mid,72170
Entry,43806
Entry,42809
Lead,149388
Mid,72756
Entry,49475
Entry,37297
Lead,136256
Senior,96499
Junior,61650
Entry,39173
Senior,118105
Junior,58234
Junior,65197
Junior,53201
Junior,59972
Junior,64855
Junior,63636
Junior,65738
Mid,76772
Mid,89731
Senior,90788
Junior,66184
Junior,52889
Junior,60141
Entry,41934
Junior,57612
Lead,136205
Senior,113129
Entry,48706
Lead,125298
Entry,31861
Lead,146442
Entry,41367
Mid,75247
Junior,54663
Entry,42818
Junior,67064
Senior,108454
Lead,133016
Junior,59921
Entry,38859
Lead,143970
Entry,49230
Lead,138847
Junior,54922
Entry,49567
Junior,63541
Junior,53227
Lead,146728
Entry,32024
Junior,52486
Senior,100082
Junior,57086
Mid,72317
Senior,105916
Entry,32511
Mid,79546
Lead,127848
Mid,87677
Junior,66304
Junior,53175
Junior,62473
Junior,62222
Lead,128210
Senior,111639
Mid,87643
Entry,45248
Mid,88952
Lead,136331
Lead,142495
Mid,79491
Mid,79268
Mid,79139
Senior,118314
Senior,118583
Senior,102847
Mid,80452
Senior,94947
Senior,113363
Mid,73144
Senior,119771
Entry,46460
Junior,58297
Lead,126694
Senior,109257
Mid,89532
Lead,146041
Senior,90244
Junior,53849
Lead,127737
Entry,42000
Lead,141871
Senior,97310
Entry,49344
Lead,131197
Mid,73374
Junior,60960
Mid,80503
Senior,95122
Lead,125387
Senior,97631
Mid,75108
Entry,32110
Mid,70560
Mid,71312
Mid,81595
Junior,55374
Senior,100006
Entry,46172
Senior,90745
Entry,47323
Mid,71725
Entry,42213
Entry,44162
Junior,58853
Senior,90032
Entry,44893
Entry,45160
Lead,139510
Lead,132120
Lead,134963
Lead,142286
Entry,49093
Mid,82597
Senior,99937
Entry,36722
Junior,54144
Entry,47114
Entry,31648
Lead,148230
Mid,84392
Lead,124366
Mid,88542
Lead,135222
Senior,109613
Senior,99858
Entry,34136
Junior,52689
Mid,81663
Entry,30012
Senior,101162
Mid,77999
Senior,95328
Senior,114256
Junior,61314
Entry,30652
Lead,123790
Mid,85659
Senior,110896
Senior,112258
Entry,37689
Senior,94243
Entry,46330
Senior,114977
Senior,112511
Lead,133886
Senior,114843
Lead,125912
Mid,76449
Entry,37522
Senior,103663
Entry,39472
Entry,40055
Lead,132676
Entry,37446
Entry,34725
Junior,51409
Entry,48105
Entry,47807
Junior,52990
Senior,110943
Lead,131415
Mid,87690
Junior,52402
Entry,49783
Senior,118182
Senior,90909
Lead,149033
Lead,121344
Senior,92431
Entry,40585
Entry,45462
Senior,111198
Lead,121019
Junior,51403
Mid,78855
Lead,130839
Mid,76330
Junior,57464
Mid,73003
Entry,37195
Entry,49472
Senior,105588
Lead,143761
Entry,41367
Senior,115652
Senior,95494
Junior,61317
Senior,109790
Junior,50104
Junior,57689
Lead,140774
Senior,107565
Lead,134966
Mid,74394
Lead,142323
Lead,131319
Senior,108158
Entry,42006
Junior,66150
Lead,148988
Senior,94053
Mid,71245
Entry,43839
Entry,42856
Junior,52922
Junior,52801
Junior,63895
Junior,65082
Entry,30364
Entry,44110
Entry,37436
Junior,62638
Senior,93873
Entry,47570
Lead,135316
Entry,35344
Senior,94830
Lead,120117
Junior,54287
Mid,74477
Senior,117208
Lead,132755
Junior,61173
Junior,55329
Senior,95756
Mid,75192
Mid,73380
Mid,75829
Senior,105545
Lead,140492
Mid,70148
Mid,77378
Junior,59371
Junior,62779
Senior,115500
Entry,39795
Senior,109436
Lead,124218
Lead,124803
Junior,61672
Mid,73182
Junior,64328
Entry,32586
Entry,37313
Entry,37407
Mid,89958
Senior,119480
Lead,144370
Junior,65698
Junior,62646
Junior,69624
Mid,74893
Lead,137270
Mid,74382
Senior,91785
Junior,66679
Entry,30324
Entry,42614
Mid,89502
Entry,41885
Lead,137290
Senior,90364
Junior,69797
Senior,103532
Entry,46105
Senior,103936
Junior,60447
Entry,44172
Senior,109465
Entry,49642
Senior,92107
Entry,45234
Junior,63528
Junior,51559
Senior,107009
Mid,85524
Mid,73006
Junior,67472
Senior,99372
Entry,44080
Mid,84641
Mid,78378
Entry,33747
Junior,68964
Lead,127432
Mid,88890
Entry,34725
Lead,146325
Lead,127002
Junior,56131
Junior,62612
Junior,63091
Junior,63254
Junior,50559
Junior,54593
Entry,45261
Lead,142587
Lead,120256
Entry,44574
Entry,30037
Entry,42697
Lead,135930
Senior,116016
Lead,149054
Entry,45517
Entry,35167
Entry,34151
Entry,36411
Lead,138135
Entry,30256
Junior,56889
Mid,88480
Mid,82603
Mid,72460
Junior,51975
Entry,44267
Senior,112076
Entry,39776
Senior,111947
Senior,110913
Mid,83866
Entry,47360
Junior,50045
Junior,54512
Mid,86630
Senior,118901
Lead,123775
Junior,59280
Entry,35323
Entry,42888
Senior,93644
Mid,80778
Junior,52108
Junior,53614
Mid,80251
Entry,34332
Mid,85700
Junior,56963
Entry,37838
Mid,82399
Senior,117939
Entry,42780
Mid,80088
Lead,121578
Mid,84106
Lead,129840
Mid,82931
Lead,147545
Entry,34242
Junior,66464
Lead,144217
Junior,62791
Senior,108880
Senior,101690
Lead,145921
Entry,31189
Lead,142988
Mid,82751
Mid,71025
Junior,50071
Mid,72685
Junior,68232
Entry,32022
Mid,82940
Mid,74102
Entry,33026
Lead,126709
Junior,52620
Junior,52289
Mid,83854
Entry,39677
Mid,87824
Lead,132975
Senior,116548
Mid,75968
Mid,77641
Mid,73888
Entry,43873
Entry,40846
Senior,110502
Lead,130474
Senior,97226
Senior,95890
Junior,54311
Entry,38848
Junior,56083
Lead,139403
Entry,32580
Mid,83844
Senior,99553
Mid,89522
Lead,146224
Senior,90671
Junior,53022
Lead,139523
Junior,64260
Senior,91074
Lead,129475
Entry,31986
Junior,59193
Junior,52176
Mid,80047
Lead,138617
Mid,74608
Mid,77234
Lead,126610
Lead,136984
Entry,43411
Lead,129180
Junior,60073
Senior,95901
Junior,68138
Entry,40415
Mid,79686
Lead,127400
Senior,100516
Lead,127338
Lead,131545
Entry,35241
Mid,74695
Mid,84312
Lead,134318
Senior,112978
Entry,41324
Mid,74016
Entry,46312
Mid,77309
Senior,94239
Entry,45856
Senior,94150
Mid,81109
Entry,41936
Lead,126468
Entry,45471
Entry,46009
Junior,55672
Lead,121410
Mid,80097
Senior,94001
Entry,49867
Mid,70598
Lead,145567
Lead,130976
Junior,56391
Lead,143671
Mid,84908
Senior,101590
Lead,129916
Senior,118561
Lead,137158
Entry,34019
Senior,90929
Lead,141408
Entry,37973
Junior,61136
Senior,119734
Junior,51184
Entry,46911
Lead,146284
Junior,55206
Junior,69517
Senior,113593
Senior,94928
Junior,52888
Mid,74091
Mid,83960
Junior,50690
Junior,61085
Lead,144962
Junior,60720
Junior,54503
Entry,43964
Junior,67094
Lead,125778
Entry,45150
Mid,86799
Lead,124262
Senior,115671
Junior,61236
Entry,44104
Entry,47376
Junior,54370
Senior,109945
Entry,31756
Entry,34184
Senior,92397
Senior,102674
Mid,74535
Senior,114511
Entry,47118
Lead,147116
Entry,43280
Mid,74268
Senior,109285
Junior,60207
Mid,71054
Lead,133579
Mid,80583
Entry,34261
Senior,92389
Junior,63939
Senior,99399
Entry,32239
Senior,96618
Senior,96780
Mid,78015
Mid,86480
Mid,72708
Entry,46840
Mid,74368
Senior,110472
Lead,145607
Junior,63948
Mid,83824
Senior,104120
Lead,145018
Junior,54784
Junior,59024
Mid,87845
Lead,121159
Mid,77192
Junior,59910
Mid,73409
Junior,63180
Entry,36142
Entry,46006
Mid,72484
Entry,49615
Mid,73983
Senior,96684
Senior,107040
Lead,144127
Mid,82103
Lead,148939
Entry,37938
Mid,89669
Junior,53563
Entry,35041
Lead,142566
Mid,83923
Lead,137424
Junior,53629
Mid,71677
Mid,73094
Junior,52284
Lead,143446
Mid,87973
Junior,68904
Lead,132047
Entry,30694
Lead,148988
Entry,36704
Entry,31971
Junior,58055
Junior,64677
Mid,71868
Mid,71728
Entry,42043
Senior,105732
Lead,138526
Lead,126184
Mid,70253
Lead,126212
Entry,34637
Entry,41525
Entry,41471
Lead,147457
Junior,65247
Lead,133518
Lead,139532
Lead,130286
Mid,70209
Senior,106537
Junior,58606
Entry,31284
Lead,120768
Mid,89171
Mid,77399
Mid,70358
Junior,57498
Mid,88928
Senior,102773
Entry,39628
Junior,55851
Entry,45326
Mid,74354
Senior,114362
Entry,45082
Mid,87772
Junior,58911
Senior,94576
Senior,91100
Entry,38708
Lead,144154
Senior,101750
Senior,116962
Senior,107885
Mid,82510
Entry,39268
Lead,120502
Senior,110269
Junior,67007
Lead,131542
Mid,87713
Senior,94114
Entry,33367
Lead,147073
Mid,72768
Mid,71211
Senior,105815
Entry,37041
Lead,139924
Junior,63882
Mid,71095
Senior,118132
Junior,62510
Mid,89231
Junior,68344
Junior,54888
Senior,91212
Junior,59001
Entry,30419
Entry,33659
Entry,35283
Entry,40715
Entry,31340
Entry,44780
Junior,67745
Senior,90591
Lead,138038
Mid,86571
Lead,139142
Entry,38625
Mid,81704
Lead,144878
Lead,149717
Entry,38988
Lead,128953
Mid,73574
Junior,66301
Mid,70684
Lead,124233
Junior,62997
Senior,92328
Senior,99019
Mid,75205
Lead,149204
Entry,39596
Senior,109488
Senior,109689
Mid,87715
Entry,38261
Entry,37126
Entry,35263
Lead,148072
Junior,52892
Senior,108756
Lead,142174
Senior,111851
Junior,58235
Mid,85257
Entry,38050
Senior,99617
Entry,31892
Mid,73424
Lead,129450
Mid,72015
Junior,54833
Junior,50565
Lead,138402
Senior,102834
Mid,74412
Senior,101384
Senior,98216
Senior,115713
Senior,107573
Lead,149374
Entry,44210
Lead,139541
Entry,48125
Entry,44114
Junior,61938
Mid,74023
Lead,123967
Mid,82213
Junior,50390
Lead,146275
Entry,49421
Junior,50232
Senior,119991
Mid,81498
Lead,149377
Junior,51391
Lead,129447
Entry,41882
Junior,57902
Junior,59911
Senior,90731
Senior,118873
Junior,64481
Senior,97624
Junior,68922
Entry,33367
Mid,83262
Lead,138799
Senior,113555
Entry,49333
Junior,53466
Junior,53088
Senior,94578
Lead,123573
Mid,80639
Mid,74975
Entry,40786
Senior,109814
Lead,147493
Entry,31995
Lead,123891
Mid,77145
Entry,38498
Mid,72102
Lead,128107
Entry,46626
Lead,134935
Entry,45823
Mid,77863
Mid,82482
Entry,30646
Entry,43407
Entry,42700
Junior,64166
Lead,120234
Lead,134067
Entry,44150
Senior,107758
Senior,102150
Mid,70080
Senior,103378
Entry,45217
Mid,87140
Entry,35261
Senior,96852
Lead,145595
Entry,38630
Mid,80268
Lead,129157
Junior,61957
Entry,34008
Entry,39104
Entry,31463
Senior,113212
Senior,106877
Junior,67810
Lead,138177
Senior,107042
Junior,57630
Mid,74350
Junior,54190
Senior,92886
Mid,78953
Senior,107139
Senior,99855
Lead,146411
Lead,140534
Lead,149181
Lead,126553
Mid,88073
Lead,127130
Mid,75789
Mid,86122
Junior,57942
Lead,136944
Entry,48248
Lead,120296
Junior,51461
Lead,122268
Mid,76554
Senior,118991
Junior,68700
Lead,142588
Lead,137502
Entry,37637
Lead,128907
Mid,81953
Entry,48913
Mid,73407
Mid,79046
Entry,44547
Entry,48281
Mid,83465
Entry,37607
Senior,90815
Senior,103292
Junior,66158
Mid,82929
Entry,44925
Senior,107648
Lead,130979
Mid,75355
Junior,61141
Junior,61284
Junior,68050
Senior,119641
Lead,121384
Senior,110338
Junior,58252
Lead,127238
Mid,80482
Junior,66120
Lead,128664
Lead,120493
Mid,86465
Junior,52970
Senior,119958
Entry,45551
Junior,53185
Junior,51806
Mid,75664
Lead,134126
Mid,83767
Senior,105226
Entry,46978
Entry,43880
Senior,105678
Lead,140059
Entry,39650
Senior,110612
Entry,39691
Senior,91203
Senior,118846
Mid,89476
Lead,142455
Entry,33514
Entry,40767
Entry,37507
Junior,62118
Junior,53146
Junior,67177
Junior,55756
Entry,33937
Senior,111326
Junior,58974
Junior,67500
Entry,31750
Mid,74027
Entry,35745
Senior,111448
Senior,118207
Mid,82150
Junior,67743
Senior,94853
Lead,148879
Senior,97933
Lead,137669
Junior,56474
Lead,120770
Senior,90073
Lead,136059
Entry,43273
Junior,50331
Entry,34931
Senior,102742
Junior,63426
Entry,35113
Senior,92881
Junior,63556
Junior,52575
Mid,76185
Entry,35741
Senior,118690
Junior,54262
Entry,45355
Mid,82175
Entry,36255
Junior,64986
Entry,37960
Lead,147258
Junior,69762
Junior,56629
Lead,124541
Lead,149875
Lead,134588
Entry,42380
Mid,75097
Lead,148393
Lead,138738
Junior,56461
Entry,37044
Junior,63751
Mid,79304
Mid,81058
Junior,61260
Senior,111351
Mid,80057
Junior,60147
Mid,71389
Mid,74276
Mid,71249
Entry,47629
Mid,86226
Lead,120442
Entry,34675
Senior,97953
Junior,60599
Mid,87206
Senior,113480
Entry,31031
Entry,30562
Mid,86724
Entry,43998
Entry,46618
Mid,79308
Lead,129609
Senior,118064
Entry,40172
Junior,52939
Junior,66158
Senior,113365
Entry,37972
Junior,69184
Lead,126044
Mid,87274
Mid,87572
Lead,148873
Lead,137753
Entry,47855
Entry,46702
Entry,35153
Junior,57991
Lead,149084
Senior,117659
Entry,35935
Senior,92329
Mid,74846
Senior,106276
Junior,63628
Junior,51973
Junior,52822
Lead,149218
Entry,37641
Mid,76680
Junior,58250
Mid,74858
Senior,115294
Lead,132870
Entry,36908
Lead,138687
Lead,130298
Lead,125565
Senior,107493
Junior,67634
Entry,48033
Junior,69340
Lead,141378
Lead,142820
Lead,143998
Mid,88099
Senior,109867
Senior,91757
Junior,61199
Junior,66295
Entry,42807
Lead,143095
Mid,85929
Senior,116799
Senior,98402
Junior,68891
Senior,93428
Entry,37494
Senior,119877
Junior,64026
Lead,120713
Lead,131080
Senior,115263
Junior,51746
Entry,32696
Lead,134688
Junior,55036
Entry,33718
Mid,77910
Junior,65858
Mid,85932
Junior,57692
Senior,96398
Lead,131721
Senior,101825
Senior,94187
Lead,120036
Lead,138171
Senior,105202
Lead,147303
Junior,53880
Lead,146470
Junior,58328
Lead,125067
Entry,42075
Mid,80002
Mid,76850
Junior,61929
Lead,123897
Junior,52169
Senior,108262
Mid,82888
Mid,71515
Mid,89251
Entry,34477
Entry,49364
Lead,146962
Lead,129551
Senior,114468
Senior,90039
Lead,143949
Lead,138284
Junior,66049
Lead,124606
Senior,98775
Mid,84864
Junior,64676
Entry,40457
Mid,87199
Senior,106044
Mid,88895
Junior,56516
Entry,43342
Senior,117207
Junior,51421
Mid,77283
Entry,45945
Entry,41019
Mid,72282
Entry,47861
Mid,79919
Entry,30591
Lead,122260
Senior,90347
Entry,34443
Entry,38774
Mid,89422
Entry,42386
Junior,62445
Junior,62938
Mid,81159
Mid,88854
Mid,88961
Lead,121068
Mid,75974
Senior,100928
Senior,109477
Senior,111695
Lead,149976
Senior,94274
Lead,127045
Mid,71618
Senior,98562
Entry,42026
Senior,99895
Mid,81966
Lead,141940
Junior,68806
Lead,138812
Junior,58860
Senior,97813
Lead,143092
Junior,64294
Senior,93621
Mid,87138
Senior,119486
Mid,87110
Mid,74923
Junior,65611
Mid,73279
Entry,33807
Lead,142483
Senior,106991
Junior,50634
Junior,62771
Mid,88298
Lead,120588
Entry,33838
Mid,75044
Entry,40271
Senior,112221
Lead,149058
Senior,96783
Mid,73822
Mid,88164
Lead,123688
Senior,103080
Junior,59916
Senior,119677
Entry,35037
Entry,30081
Entry,47790
Mid,85926
Lead,121480
Entry,37993
Mid,80895
Lead,140694
Lead,138142
Entry,35813
Mid,88676
Lead,128422
Mid,76991
Mid,74406
Entry,48731
Junior,56927
Senior,114364
Mid,73676
Junior,53065
Lead,123046
Lead,147436
Lead,139451
Entry,46407
Senior,113052
Mid,74267
Lead,147974
Lead,128680
Junior,52419
Lead,143527
Entry,33495
Lead,130716
Mid,88163
Junior,60307
Lead,149344
Entry,46360
Mid,74075
Mid,87502
Junior,68042
Mid,88181
Lead,120784
Lead,125691
Lead,129552
Lead,136946
Junior,54746
Junior,61302
Lead,135595
Lead,126200
Lead,143377
Mid,83203
Lead,132748
Mid,86957
Lead,147172
Junior,59705
Entry,44298
Senior,113060
Lead,129703
Entry,38166
Lead,126050
Entry,42712
Lead,149880
Junior,52593
Senior,105200
Senior,113236
Mid,77971
Senior,114206
Senior,95340
Senior,93823
Lead,130220
Mid,72429
Entry,37444
Junior,57147
Junior,56718
Senior,114602
Lead,147240
Lead,120051
Entry,42468
Entry,45479
Senior,113402
Mid,82934
Lead,126057
Senior,117268
Mid,84590
Entry,43864
Senior,107662
Junior,56125
Mid,82529
Lead,146309
Mid,84955
Lead,123464
Senior,119339
Junior,65954
Mid,89043
Entry,40302
Junior,69560
Entry,31860
Mid,87106
Senior,99474
Senior,95790
Lead,130170
Lead,129978
Mid,88596
Entry,37232
Mid,86052
Junior,64102
Junior,60567
Senior,99432
Mid,74791
Entry,30329
Senior,118264
Lead,130164
Entry,48177
Junior,55703
Senior,100649
Mid,82672
Senior,119802
Senior,117394
Mid,72611
Senior,108977
Lead,129304
Senior,112425
Mid,78437
Junior,69733
Lead,126560
Lead,124077
Mid,80858
Mid,85186
Junior,66494
Junior,58954
Lead,127391
Lead,130371
Lead,122504
Entry,35239
Lead,146415
Entry,36393
Senior,92196
Mid,71906
Junior,61883
Senior,105437
Junior,64497
Entry,40713
Junior,56849
Mid,81730
Mid,87332
Senior,116866
Junior,55660
Junior,52093
Mid,87947
Junior,66558
Senior,107718
Junior,62342
Junior,61419
Entry,45003
Mid,80259
Lead,144908
Mid,75002
Entry,30949
Junior,68898
Senior,114085
Lead,124646
Junior,52400
Senior,112185
Entry,49339
Junior,51018
Senior,95193
Entry,45449
Mid,88886
Senior,113239
Senior,119410
Entry,48664
Junior,65957
Entry,30107
Lead,145548
Mid,76229
Mid,75543
Lead,123809
Senior,92107
Junior,59465
Lead,141353
Mid,83255
Entry,46427
Lead,126107
Lead,123439
Entry,43136
Lead,147521
Senior,108144
Senior,105883
Mid,80360
Entry,41927
Junior,53259
Mid,82300
Mid,74295
Junior,59983
Senior,102103
Entry,42877
Senior,111633
Entry,38916
Senior,107186
Junior,65932
Mid,76975
Entry,43219
Mid,82612
Mid,72808
Mid,82260
Entry,44669
Senior,102762
Junior,63731
Entry,35423
Lead,138589
Senior,103470
Entry,39113
Mid,76805
Lead,149952
Lead,149260
Lead,139336
Entry,33118
Lead,126630
Mid,70565
Senior,111183
Lead,145433
Lead,128776
Senior,97614
Junior,51245
Senior,100355
Junior,65924
Lead,136924
Mid,87198
Lead,130857
Mid,88740
Mid,86569
Lead,121551
Entry,30761
Senior,96163
Junior,61886
Junior,67920
Junior,69548
Lead,139154
Senior,97399
Senior,111094
Junior,57623
Senior,119685
Lead,121960
Junior,57035
Lead,139654
Mid,85531
Entry,37979
Senior,93060
Senior,102294
Mid,87830
Lead,143063
Junior,50847
Mid,84380
Lead,142725
Entry,39524
Mid,80571
Mid,81429
Junior,60604
Lead,136756
Lead,130032
Entry,41619
Lead,132824
Junior,51919
Senior,99617
Lead,120530
Junior,56929
Entry,41295
Lead,138185
Lead,144240
Lead,141686
Entry,37432
Senior,96189
Lead,127614
Senior,104253
Entry,48013
Mid,76905
Junior,54839
Senior,90557
Mid,74621
Lead,120839
Mid,79243
Lead,144732
Junior,50510
Lead,132974
Junior,63700
Mid,74666
Mid,80478
Junior,52654
Lead,149005
Entry,45136
Entry,44269
Senior,108361
Senior,115816
Senior,94919
Senior,101741
Junior,58798
Senior,104566
Senior,111182
Entry,39415
Entry,48452
Senior,98120
Junior,57820
Mid,86259
Senior,99649
Mid,78269
Lead,145223
Senior,98744
Junior,60679
Junior,62391
Entry,49160
Lead,136863
Senior,109696
Lead,147794
Senior,97919
Entry,40334
Mid,84628
Entry,39487
Entry,30938
Entry,30761
Entry,49069
Senior,113018
Senior,97308
Senior,91126
Junior,56021
Junior,67587
Lead,128711
Entry,32283
Senior,114251
Entry,32477
Lead,146038
Mid,84841
Senior,103280
Lead,130582
Junior,52340
Lead,146179
Junior,55289
Lead,149119
Junior,57145
Senior,97694
Mid,79834
Junior,65768
Entry,40364
Entry,43268
Entry,44485
Mid,73804
Entry,45157
Lead,149203
Entry,35608
Senior,102899
Senior,112485
Lead,129862
Senior,100412
Mid,76344
Entry,46759
Junior,66158
Senior,109323
Mid,73679
Junior,57540
Entry,37074
Entry,33996
Mid,75695
Lead,145731
Senior,119455
Senior,116548
Lead,126764
Entry,45527
Lead,145657
Lead,146609
Senior,104396
Entry,46880
Entry,35733
Entry,34364
Mid,87861
Mid,83829
Entry,48781
Mid,78841
Mid,77730
Senior,119782
Senior,106979
Mid,70730
Entry,32243
Lead,132998
Junior,50947
Junior,56553
Mid,81580
Senior,97273
Lead,130033
Entry,38853
Lead,142923
Junior,60048
Lead,137173
Junior,64017
Senior,102552
Mid,83337
Lead,121885
Senior,91049
Junior,60503
Junior,50815
Mid,73239
Entry,49188
